REGIONE,PROVINCIA,QUESITO,Campo calcolato 1,SUM of NUM_REFERENDUM,SUM of ELETTORI,SUM of ELETTORI_MASCHI,SUM of ELETTORI_F,SUM of VOTANTI,SUM of VOTANTI_MASCHI,SUM of VOTANTI_F,SUM of VOTI_SI,SUM of VOTI_NO,SUM of SCHEDE_BIANCHE
,,Contrattazione pubblico impiego,65.49%,3,"158,240.00","75,507.00","82,733.00","103,632.00","51,014.00","52,618.00","52,937.00","35,292.00","13,060.00"
,,Interruzioni pubblicitarie,66.51%,0,"158,240.00","75,507.00","82,733.00","105,239.00","51,813.00","53,426.00","39,043.00","61,566.00","3,487.00"
,,Legge elettorale comuni,65.71%,8,"158,240.00","75,507.00","82,733.00","103,973.00","51,171.00","52,802.00","47,562.00","42,046.00","12,359.00"
,,Orari esercizi commerciali,65.69%,9,"158,240.00","75,507.00","82,733.00","103,944.00","51,143.00","52,801.00","37,646.00","54,374.00","10,254.00"
,,Privatizzazione RAI,65.76%,5,"158,240.00","75,507.00","82,733.00","104,061.00","51,223.00","52,838.00","52,275.00","39,829.00","10,088.00"
,,Raccolta pubblicita' radiotelevisiva,66.53%,0,"158,240.00","75,507.00","82,733.00","105,273.00","51,825.00","53,448.00","38,094.00","62,071.00","3,776.00"
,,Rappresentanze sindacali (richiesta massimale),65.54%,1,"158,240.00","75,507.00","82,733.00","103,714.00","51,060.00","52,654.00","45,766.00","44,247.00","11,371.00"
,,Rappresentanze sindacali (richiesta minimale),65.50%,2,"158,240.00","75,507.00","82,733.00","103,651.00","51,019.00","52,632.00","51,179.00","37,644.00","12,532.00"
,,Soggiorno cautelare,65.66%,4,"158,240.00","75,507.00","82,733.00","103,902.00","51,129.00","52,773.00","61,992.00","28,122.00","11,668.00"
,,Trattenute contributi sindacali,65.59%,7,"158,240.00","75,507.00","82,733.00","103,789.00","51,105.00","52,684.00","53,715.00","37,242.00","10,951.00"
,Vercelli Total,,65.84%,45,"1,898,880.00","906,084.00","992,796.00","1,250,249.00","615,403.00","634,846.00","551,714.00","561,046.00","115,238.00"
PIEMONTE Total,,,63.34%,360,"43,831,824.00","21,070,536.00","22,761,288.00","27,764,155.00","13,765,428.00","13,998,727.00","12,939,629.00","12,457,658.00","1,883,988.00"
PUGLIA,Bari,Autorizzazione al commercio,45.56%,6,"1,270,524.00","617,869.00","652,655.00","578,824.00","298,245.00","280,579.00","186,505.00","313,300.00","67,475.00"
,,Concessioni televisive nazionali,46.03%,0,"1,270,524.00","617,869.00","652,655.00","584,862.00","301,576.00","283,286.00","189,888.00","367,603.00","19,969.00"
,,Contrattazione pubblico impiego,45.51%,3,"1,270,524.00","617,869.00","652,655.00","578,152.00","298,017.00","280,135.00","295,829.00","196,391.00","73,259.00"
,,Interruzioni pubblicitarie,46.03%,0,"1,270,524.00","617,869.00","652,655.00","584,825.00","301,555.00","283,270.00","198,899.00","360,200.00","19,019.00"
,,Legge elettorale comuni,45.61%,8,"1,270,524.00","617,869.00","652,655.00","579,462.00","298,646.00","280,816.00","258,850.00","242,069.00","66,864.00"
,,Orari esercizi commerciali,45.64%,9,"1,270,524.00","617,869.00","652,655.00","579,906.00","298,719.00","281,187.00","186,628.00","326,798.00","55,356.00"
,,Privatizzazione RAI,45.60%,5,"1,270,524.00","617,869.00","652,655.00","579,369.00","298,617.00","280,752.00","225,699.00","281,186.00","61,236.00"
,,Raccolta pubblicita' radiotelevisiva,46.06%,0,"1,270,524.00","617,869.00","652,655.00","585,207.00","301,722.00","283,485.00","193,065.00","363,130.00","20,427.00"
,,Rappresentanze sindacali (richiesta massimale),45.58%,1,"1,270,524.00","617,869.00","652,655.00","579,066.00","298,507.00","280,559.00","263,947.00","238,928.00","62,357.00"
,,Rappresentanze sindacali (richiesta minimale),45.51%,2,"1,270,524.00","617,869.00","652,655.00","578,186.00","298,021.00","280,165.00","285,877.00","207,782.00","71,115.00"
,,Soggiorno cautelare,45.51%,4,"1,270,524.00","617,869.00","652,655.00","578,174.00","297,904.00","280,270.00","241,131.00","252,159.00","72,258.00"
,,Trattenute contributi sindacali,45.59%,7,"1,270,524.00","617,869.00","652,655.00","579,247.00","298,650.00","280,597.00","294,975.00","208,189.00","64,498.00"
,Bari Total,,45.69%,45,"15,246,288.00","7,414,428.00","7,831,860.00","6,965,280.00","3,590,179.00","3,375,101.00","2,821,293.00","3,357,735.00","653,833.00"
,Brindisi,Autorizzazione al commercio,45.88%,6,"335,061.00","160,792.00","174,269.00","153,730.00","76,573.00","77,157.00","47,593.00","77,344.00","25,254.00"
,,Concessioni televisive nazionali,46.48%,0,"335,061.00","160,792.00","174,269.00","155,748.00","77,675.00","78,073.00","44,957.00","100,038.00","8,123.00"
,,Contrattazione pubblico impiego,45.91%,3,"335,061.00","160,792.00","174,269.00","153,841.00","76,726.00","77,115.00","69,799.00","54,756.00","25,511.00"
,,Interruzioni pubblicitarie,46.48%,0,"335,061.00","160,792.00","174,269.00","155,727.00","77,654.00","78,073.00","45,539.00","100,091.00","7,832.00"
,,Legge elettorale comuni,45.96%,8,"335,061.00","160,792.00","174,269.00","154,008.00","76,782.00","77,226.00","62,314.00","63,837.00","24,417.00"
,,Orari esercizi commerciali,45.95%,9,"335,061.00","160,792.00","174,269.00","153,944.00","76,716.00","77,228.00","48,887.00","80,320.00","20,543.00"
,,Privatizzazione RAI,45.96%,5,"335,061.00","160,792.00","174,269.00","154,010.00","76,749.00","77,261.00","52,434.00","75,574.00","22,630.00"
,,Raccolta pubblicita' radiotelevisiva,46.47%,0,"335,061.00","160,792.00","174,269.00","155,692.00","77,640.00","78,052.00","44,425.00","100,593.00","8,061.00"
,,Rappresentanze sindacali (richiesta massimale),46.00%,1,"335,061.00","160,792.00","174,269.00","154,119.00","76,803.00","77,316.00","64,494.00","63,767.00","21,639.00"
,,Rappresentanze sindacali (richiesta minimale),45.85%,2,"335,061.00","160,792.00","174,269.00","153,628.00","76,522.00","77,106.00","67,923.00","57,625.00","24,487.00"
,,Soggiorno cautelare,45.90%,4,"335,061.00","160,792.00","174,269.00","153,784.00","76,594.00","77,190.00","61,782.00","62,859.00","25,528.00"
,,Trattenute contributi sindacali,45.95%,7,"335,061.00","160,792.00","174,269.00","153,965.00","76,762.00","77,203.00","71,559.00","56,222.00","21,879.00"
,Brindisi Total,,46.07%,45,"4,020,732.00","1,929,504.00","2,091,228.00","1,852,196.00","923,196.00","929,000.00","681,706.00","893,026.00","235,904.00"
,Foggia,Autorizzazione al commercio,41.89%,6,"571,377.00","278,406.00","292,971.00","239,352.00","123,449.00","115,903.00","73,695.00","121,910.00","37,244.00"
,,Concessioni televisive nazionali,42.43%,0,"571,377.00","278,406.00","292,971.00","242,463.00","125,428.00","117,035.00","79,623.00","146,304.00","12,299.00"
,,Contrattazione pubblico impiego,41.82%,3,"571,377.00","278,406.00","292,971.00","238,956.00","123,455.00","115,501.00","111,469.00","82,509.00","38,461.00"
,,Interruzioni pubblicitarie,42.42%,0,"571,377.00","278,406.00","292,971.00","242,373.00","125,472.00","116,901.00","83,289.00","143,479.00","11,787.00"
,,Legge elettorale comuni,41.86%,8,"571,377.00","278,406.00","292,971.00","239,171.00","123,562.00","115,609.00","98,996.00","96,795.00","37,234.00"
,,Orari esercizi commerciali,41.88%,9,"571,377.00","278,406.00","292,971.00","239,318.00","123,599.00","115,719.00","73,075.00","128,634.00","32,257.00"
,,Privatizzazione RAI,41.90%,5,"571,377.00","278,406.00","292,971.00","239,421.00","123,589.00","115,832.00","85,264.00","114,196.00","33,700.00"
,,Raccolta pubblicita' radiotelevisiva,42.46%,0,"571,377.00","278,406.00","292,971.00","242,632.00","125,392.00","117,240.00","80,085.00","145,356.00","12,503.00"
,,Rappresentanze sindacali (richiesta massimale),41.85%,1,"571,377.00","278,406.00","292,971.00","239,134.00","123,555.00","115,579.00","100,684.00","98,029.00","33,598.00"
,,Rappresentanze sindacali (richiesta minimale),41.83%,2,"571,377.00","278,406.00","292,971.00","239,002.00","123,478.00","115,524.00","108,443.00","86,330.00","37,472.00"
,,Soggiorno cautelare,41.87%,4,"571,377.00","278,406.00","292,971.00","239,229.00","123,494.00","115,735.00","94,924.00","98,345.00","39,344.00"
,,Trattenute contributi sindacali,41.88%,7,"571,377.00","278,406.00","292,971.00","239,290.00","123,667.00","115,623.00","111,398.00","86,777.00","34,657.00"
,Foggia Total,,42.01%,45,"6,856,524.00","3,340,872.00","3,515,652.00","2,880,341.00","1,488,140.00","1,392,201.00","1,100,945.00","1,348,664.00","360,556.00"
,Lecce,Autorizzazione al commercio,43.09%,6,"681,651.00","325,542.00","356,109.00","293,703.00","142,849.00","150,854.00","84,171.00","144,012.00","59,438.00"
,,Concessioni televisive nazionali,43.88%,0,"681,651.00","325,542.00","356,109.00","299,102.00","145,686.00","153,416.00","90,027.00","189,341.00","15,820.00"
,,Contrattazione pubblico impiego,43.05%,3,"681,651.00","325,542.00","356,109.00","293,448.00","142,714.00","150,734.00","131,101.00","93,949.00","61,805.00"
,,Interruzioni pubblicitarie,43.92%,0,"681,651.00","325,542.00","356,109.00","299,373.00","145,805.00","153,568.00","91,895.00","188,493.00","15,339.00"
,,Legge elettorale comuni,43.11%,8,"681,651.00","325,542.00","356,109.00","293,872.00","142,994.00","150,878.00","116,527.00","112,714.00","58,634.00"
,,Orari esercizi commerciali,43.13%,9,"681,651.00","325,542.00","356,109.00","294,026.00","142,971.00","151,055.00","85,614.00","152,916.00","50,145.00"
,,Privatizzazione RAI,43.12%,5,"681,651.00","325,542.00","356,109.00","293,904.00","142,990.00","150,914.00","98,946.00","134,741.00","54,550.00"
,,Raccolta pubblicita' radiotelevisiva,43.89%,0,"681,651.00","325,542.00","356,109.00","299,206.00","145,430.00","153,776.00","89,954.00","188,879.00","16,190.00"
,,Rappresentanze sindacali (richiesta massimale),43.09%,1,"681,651.00","325,542.00","356,109.00","293,713.00","142,716.00","150,997.00","118,434.00","113,805.00","54,232.00"
,,Rappresentanze sindacali (richiesta minimale),43.04%,2,"681,651.00","325,542.00","356,109.00","293,365.00","142,688.00","150,677.00","127,027.00","99,567.00","60,076.00"
,,Soggiorno cautelare,43.01%,4,"681,651.00","325,542.00","356,109.00","293,209.00","142,714.00","150,495.00","113,309.00","111,687.00","61,819.00"
,,Trattenute contributi sindacali,43.09%,7,"681,651.00","325,542.00","356,109.00","293,696.00","142,886.00","150,810.00","130,816.00","100,947.00","55,985.00"
,Lecce Total,,43.28%,45,"8,179,812.00","3,906,504.00","4,273,308.00","3,540,617.00","1,722,443.00","1,818,174.00","1,277,821.00","1,631,051.00","564,033.00"
,Taranto,Autorizzazione al commercio,48.35%,6,"474,397.00","229,960.00","244,437.00","229,361.00","117,986.00","111,375.00","72,446.00","119,910.00","30,469.00"
,,Concessioni televisive nazionali,49.09%,0,"474,397.00","229,960.00","244,437.00","232,884.00","119,778.00","113,106.00","76,127.00","153,206.00","8,408.00"
,,Contrattazione pubblico impiego,71.71%,3,"474,397.00","229,960.00","244,437.00","340,176.00","229,152.00","111,024.00","115,390.00","75,236.00","32,084.00"
,,Interruzioni pubblicitarie,49.11%,0,"474,397.00","229,960.00","244,437.00","232,968.00","119,883.00","113,085.00","75,047.00","145,360.00","8,027.00"
,,Legge elettorale comuni,48.41%,8,"474,397.00","229,960.00","244,437.00","229,650.00","118,253.00","111,397.00","96,144.00","97,333.00","29,866.00"
,,Orari esercizi commerciali,48.38%,9,"474,397.00","229,960.00","244,437.00","229,531.00","117,710.00","111,821.00","26,161.00","116,977.00","25,514.00"
,,Privatizzazione RAI,48.37%,5,"474,397.00","229,960.00","244,437.00","229,448.00","118,134.00","111,314.00","91,496.00","104,555.00","27,265.00"
,,Raccolta pubblicita' radiotelevisiva,49.05%,0,"474,397.00","229,960.00","244,437.00","232,709.00","119,791.00","112,918.00","73,677.00","145,903.00","8,497.00"
,,Rappresentanze sindacali (richiesta massimale),48.32%,1,"474,397.00","229,960.00","244,437.00","229,216.00","117,961.00","111,255.00","97,495.00","97,283.00","28,668.00"
,,Rappresentanze sindacali (richiesta minimale),48.42%,2,"474,397.00","229,960.00","244,437.00","229,701.00","118,340.00","111,361.00","111,932.00","79,503.00","30,768.00"
,,Soggiorno cautelare,48.34%,4,"474,397.00","229,960.00","244,437.00","229,321.00","117,901.00","111,420.00","93,297.00","95,104.00","33,810.00"
,,Trattenute contributi sindacali,48.37%,7,"474,397.00","229,960.00","244,437.00","229,485.00","118,135.00","111,350.00","111,242.00","83,946.00","28,160.00"
,Taranto Total,,50.49%,45,"5,692,764.00","2,759,520.00","2,933,244.00","2,874,450.00","1,533,024.00","1,341,426.00","1,040,454.00","1,314,316.00","291,536.00"
PUGLIA Total,,,45.29%,225,"39,996,120.00","19,350,828.00","20,645,292.00","18,112,884.00","9,256,982.00","8,855,902.00","6,922,219.00","8,544,792.00","2,105,862.00"
SARDEGNA,Cagliari,Autorizzazione al commercio,52.82%,6,"634,397.00","310,125.00","324,272.00","335,096.00","166,720.00","168,376.00","108,870.00","187,579.00","32,302.00"
,,Concessioni televisive nazionali,53.52%,0,"634,397.00","310,125.00","324,272.00","339,546.00","169,045.00","170,501.00","127,053.00","200,593.00","8,220.00"
,,Contrattazione pubblico impiego,52.82%,3,"634,397.00","310,125.00","324,272.00","335,069.00","166,794.00","168,275.00","193,614.00","99,485.00","35,069.00"
,,Interruzioni pubblicitarie,53.53%,0,"634,397.00","310,125.00","324,272.00","339,562.00","169,056.00","170,506.00","130,799.00","198,198.00","7,584.00"
,,Legge elettorale comuni,52.91%,8,"634,397.00","310,125.00","324,272.00","335,632.00","167,015.00","168,617.00","152,232.00","144,606.00","32,826.00"
,,Orari esercizi commerciali,52.88%,9,"634,397.00","310,125.00","324,272.00","335,445.00","166,848.00","168,597.00","118,238.00","185,606.00","26,718.00"
,,Privatizzazione RAI,52.94%,5,"634,397.00","310,125.00","324,272.00","335,865.00","167,187.00","168,678.00","154,417.00","148,315.00","27,610.00"
,,Raccolta pubblicita' radiotelevisiva,53.52%,0,"634,397.00","310,125.00","324,272.00","339,502.00","169,029.00","170,473.00","128,290.00","199,380.00","8,555.00"
,,Rappresentanze sindacali (richiesta massimale),52.85%,1,"634,397.00","310,125.00","324,272.00","335,276.00","166,897.00","168,379.00","159,177.00","139,275.00","30,256.00"
,,Rappresentanze sindacali (richiesta minimale),52.80%,2,"634,397.00","310,125.00","324,272.00","334,980.00","166,730.00","168,250.00","185,221.00","108,863.00","34,123.00"
,,Soggiorno cautelare,52.76%,4,"634,397.00","310,125.00","324,272.00","334,722.00","166,536.00","168,186.00","167,447.00","124,227.00","36,284.00"
,,Trattenute contributi sindacali,52.93%,7,"634,397.00","310,125.00","324,272.00","335,787.00","167,158.00","168,629.00","175,118.00","125,942.00","28,801.00"
,Cagliari Total,,53.02%,45,"7,612,764.00","3,721,500.00","3,891,264.00","4,036,482.00","2,009,015.00","2,027,467.00","1,800,476.00","1,862,069.00","308,348.00"
,Nuoro,Autorizzazione al commercio,40.37%,6,"230,126.00","113,864.00","116,262.00","92,893.00","45,874.00","47,019.00","28,222.00","53,062.00","9,086.00"
,,Concessioni televisive nazionali,40.70%,0,"230,126.00","113,864.00","116,262.00","93,670.00","46,335.00","47,335.00","43,865.00","44,833.00","3,561.00"
,,Contrattazione pubblico impiego,40.20%,3,"230,126.00","113,864.00","116,262.00","92,515.00","45,697.00","46,818.00","50,072.00","29,982.00","10,225.00"
,,Interruzioni pubblicitarie,40.81%,0,"230,126.00","113,864.00","116,262.00","93,925.00","46,471.00","47,454.00","44,819.00","47,158.00","3,435.00"
,,Legge elettorale comuni,40.37%,8,"230,126.00","113,864.00","116,262.00","92,897.00","45,893.00","47,004.00","36,782.00","43,555.00","10,074.00"
,,Orari esercizi commerciali,40.26%,9,"230,126.00","113,864.00","116,262.00","92,639.00","45,744.00","46,895.00","30,071.00","52,746.00","7,992.00"
,,Privatizzazione RAI,40.14%,5,"230,126.00","113,864.00","116,262.00","92,362.00","45,636.00","46,726.00","40,043.00","42,921.00","8,301.00"
,,Raccolta pubblicita' radiotelevisiva,40.72%,0,"230,126.00","113,864.00","116,262.00","93,703.00","46,299.00","47,404.00","43,770.00","44,759.00","3,606.00"
,,Rappresentanze sindacali (richiesta massimale),40.38%,1,"230,126.00","113,864.00","116,262.00","92,926.00","45,916.00","47,010.00","39,766.00","41,786.00","8,803.00"
,,Rappresentanze sindacali (richiesta minimale),40.43%,2,"230,126.00","113,864.00","116,262.00","93,043.00","45,960.00","47,083.00","47,947.00","32,463.00","9,931.00"
,,Soggiorno cautelare,40.17%,4,"230,126.00","113,864.00","116,262.00","92,437.00","45,666.00","46,771.00","42,595.00","36,775.00","10,777.00"
,,Trattenute contributi sindacali,40.42%,7,"230,126.00","113,864.00","116,262.00","93,007.00","45,942.00","47,065.00","42,505.00","39,479.00","8,813.00"
,Nuoro Total,,40.41%,45,"2,761,512.00","1,366,368.00","1,395,144.00","1,116,017.00","551,433.00","564,584.00","490,457.00","509,519.00","94,604.00"
,Oristano,Autorizzazione al commercio,47.41%,6,"131,968.00","65,333.00","66,635.00","62,569.00","30,850.00","31,719.00","18,951.00","35,054.00","7,094.00"
,,Concessioni televisive nazionali,48.06%,0,"131,968.00","65,333.00","66,635.00","63,426.00","31,370.00","32,056.00","22,479.00","37,814.00","2,401.00"
,,Contrattazione pubblico impiego,47.30%,3,"131,968.00","65,333.00","66,635.00","62,420.00","30,850.00","31,570.00","32,371.00","20,632.00","8,014.00"
,,Interruzioni pubblicitarie,48.06%,0,"131,968.00","65,333.00","66,635.00","63,418.00","31,361.00","32,057.00","23,286.00","37,213.00","2,281.00"
,,Legge elettorale comuni,47.40%,8,"131,968.00","65,333.00","66,635.00","62,548.00","30,900.00","31,648.00","27,949.00","25,472.00","7,723.00"
,,Orari esercizi commerciali,47.44%,9,"131,968.00","65,333.00","66,635.00","62,607.00","30,892.00","31,715.00","20,627.00","34,693.00","5,981.00"
,,Privatizzazione RAI,47.46%,5,"131,968.00","65,333.00","66,635.00","62,626.00","30,963.00","31,663.00","25,268.00","29,511.00","6,434.00"
,,Raccolta pubblicita' radiotelevisiva,48.05%,0,"131,968.00","65,333.00","66,635.00","63,406.00","31,354.00","32,052.00","22,374.00","37,682.00","2,449.00"
,,Rappresentanze sindacali (richiesta massimale),47.36%,1,"131,968.00","65,333.00","66,635.00","62,506.00","30,896.00","31,610.00","28,534.00","25,544.00","6,914.00"
,,Rappresentanze sindacali (richiesta minimale),47.32%,2,"131,968.00","65,333.00","66,635.00","62,446.00","30,856.00","31,590.00","31,255.00","21,934.00","7,747.00"
,,Soggiorno cautelare,47.47%,4,"131,968.00","65,333.00","66,635.00","62,644.00","30,850.00","31,794.00","29,003.00","23,714.00","8,000.00"
,,Trattenute contributi sindacali,47.43%,7,"131,968.00","65,333.00","66,635.00","62,599.00","30,931.00","31,668.00","31,497.00","23,108.00","6,598.00"
,Oristano Total,,47.56%,45,"1,583,616.00","783,996.00","799,620.00","753,215.00","372,073.00","381,142.00","313,594.00","352,371.00","71,636.00"
,Sassari,Autorizzazione al commercio,50.83%,6,"384,678.00","188,870.00","195,808.00","195,530.00","97,530.00","98,000.00","65,908.00","104,653.00","21,244.00"
,,Concessioni televisive nazionali,51.64%,0,"384,678.00","188,870.00","195,808.00","198,662.00","99,231.00","99,431.00","75,123.00","114,861.00","6,076.00"
,,Contrattazione pubblico impiego,50.82%,3,"384,678.00","188,870.00","195,808.00","195,493.00","97,616.00","97,877.00","103,719.00","65,564.00","22,175.00"
,,Interruzioni pubblicitarie,51.59%,0,"384,678.00","188,870.00","195,808.00","198,455.00","99,027.00","99,428.00","76,838.00","113,775.00","5,829.00"
,,Legge elettorale comuni,50.90%,8,"384,678.00","188,870.00","195,808.00","195,795.00","97,696.00","98,099.00","87,230.00","84,176.00","20,915.00"
,,Orari esercizi commerciali,50.90%,9,"384,678.00","188,870.00","195,808.00","195,808.00","97,598.00","98,210.00","69,650.00","105,249.00","17,482.00"
,,Privatizzazione RAI,50.92%,5,"384,678.00","188,870.00","195,808.00","195,897.00","97,744.00","98,153.00","86,456.00","87,722.00","18,530.00"
,,Raccolta pubblicita' radiotelevisiva,51.57%,0,"384,678.00","188,870.00","195,808.00","198,382.00","99,010.00","99,372.00","75,132.00","114,664.00","6,287.00"
,,Rappresentanze sindacali (richiesta massimale),50.86%,1,"384,678.00","188,870.00","195,808.00","195,648.00","97,666.00","97,982.00","89,013.00","83,257.00","13,520.00"
,,Rappresentanze sindacali (richiesta minimale),50.83%,2,"384,678.00","188,870.00","195,808.00","195,520.00","97,605.00","97,915.00","100,013.00","69,810.00","21,718.00"
,,Soggiorno cautelare,50.77%,4,"384,678.00","188,870.00","195,808.00","195,306.00","97,429.00","97,877.00","91,024.00","77,522.00","22,820.00"
,,Trattenute contributi sindacali,50.90%,7,"384,678.00","188,870.00","195,808.00","195,818.00","97,704.00","98,114.00","97,989.00","75,792.00","18,688.00"
,Sassari Total,,51.05%,45,"4,616,136.00","2,266,440.00","2,349,696.00","2,356,314.00","1,175,856.00","1,180,458.00","1,018,095.00","1,097,045.00","195,284.00"
SARDEGNA Total,,,49.85%,180,"16,574,028.00","8,138,304.00","8,435,724.00","8,262,028.00","4,108,377.00","4,153,651.00","3,622,622.00","3,821,004.00","669,872.00"
SICILIA,Agrigento,Autorizzazione al commercio,37.32%,6,"455,292.00","224,700.00","230,592.00","169,931.00","87,756.00","82,175.00","57,031.00","74,772.00","30,663.00"
,,Concessioni televisive nazionali,37.47%,0,"455,292.00","224,700.00","230,592.00","170,614.00","88,160.00","82,454.00","49,879.00","105,602.00","11,176.00"
,,Contrattazione pubblico impiego,37.31%,3,"455,292.00","224,700.00","230,592.00","169,853.00","87,705.00","82,148.00","77,483.00","52,621.00","31,134.00"
,,Interruzioni pubblicitarie,37.48%,0,"455,292.00","224,700.00","230,592.00","170,637.00","88,181.00","82,456.00","50,711.00","105,548.00","9,758.00"
,,Legge elettorale comuni,37.33%,8,"455,292.00","224,700.00","230,592.00","169,970.00","87,786.00","82,184.00","68,744.00","63,909.00","29,918.00"
,,Orari esercizi commerciali,37.34%,9,"455,292.00","224,700.00","230,592.00","169,990.00","87,782.00","82,208.00","57,149.00","79,679.00","26,297.00"
,,Privatizzazione RAI,37.34%,5,"455,292.00","224,700.00","230,592.00","169,995.00","87,797.00","82,198.00","61,088.00","74,109.00","27,590.00"
,,Raccolta pubblicita' radiotelevisiva,37.48%,0,"455,292.00","224,700.00","230,592.00","170,630.00","88,176.00","82,454.00","49,462.00","106,331.00","11,952.00"
,,Rappresentanze sindacali (richiesta massimale),37.31%,1,"455,292.00","224,700.00","230,592.00","169,887.00","87,734.00","82,153.00","69,521.00","63,885.00","27,988.00"
,,Rappresentanze sindacali (richiesta minimale),37.31%,2,"455,292.00","224,700.00","230,592.00","169,863.00","87,713.00","82,150.00","74,584.00","56,269.00","30,446.00"
,,Soggiorno cautelare,37.32%,4,"455,292.00","224,700.00","230,592.00","169,906.00","87,736.00","82,170.00","59,621.00","70,694.00","31,850.00"
,,Trattenute contributi sindacali,37.33%,7,"455,292.00","224,700.00","230,592.00","169,975.00","87,785.00","82,190.00","77,050.00","56,660.00","29,110.00"
,Agrigento Total,,37.36%,45,"5,463,504.00","2,696,400.00","2,767,104.00","2,041,251.00","1,054,311.00","986,940.00","752,323.00","910,079.00","297,882.00"
,Caltanissetta,Autorizzazione al commercio,42.73%,6,"273,348.00","133,912.00","139,436.00","116,789.00","59,403.00","57,386.00","40,516.00","53,363.00","18,820.00"
,,Concessioni televisive nazionali,42.93%,0,"273,348.00","133,912.00","139,436.00","117,356.00","59,706.00","57,650.00","33,503.00","74,152.00","6,738.00"
,,Contrattazione pubblico impiego,42.72%,3,"273,348.00","133,912.00","139,436.00","116,780.00","59,401.00","57,379.00","54,200.00","39,203.00","18,793.00"
,,Interruzioni pubblicitarie,42.93%,0,"273,348.00","133,912.00","139,436.00","117,347.00","59,707.00","57,640.00","33,958.00","73,958.00","6,493.00"
,,Legge elettorale comuni,42.74%,8,"273,348.00","133,912.00","139,436.00","116,819.00","59,429.00","57,390.00","48,775.00","45,658.00","18,182.00"
,,Orari esercizi commerciali,42.75%,9,"273,348.00","133,912.00","139,436.00","116,851.00","58,432.00","58,419.00","40,139.00","56,972.00","15,927.00"
,,Privatizzazione RAI,42.75%,5,"273,348.00","133,912.00","139,436.00","116,843.00","59,435.00","57,408.00","42,269.00","53,945.00","16,670.00"
,,Raccolta pubblicita' radiotelevisiva,42.93%,0,"273,348.00","133,912.00","139,436.00","117,338.00","59,702.00","57,636.00","32,826.00","74,957.00","6,611.00"
,,Rappresentanze sindacali (richiesta massimale),42.73%,1,"273,348.00","133,912.00","139,436.00","116,813.00","59,432.00","57,381.00","49,391.00","46,163.00","16,476.00"
,,Rappresentanze sindacali (richiesta minimale),42.72%,2,"273,348.00","133,912.00","139,436.00","116,769.00","59,393.00","57,376.00","52,366.00","41,496.00","18,273.00"
,,Soggiorno cautelare,42.72%,4,"273,348.00","133,912.00","139,436.00","116,778.00","59,406.00","57,372.00","42,375.00","51,338.00","18,624.00"
,,Trattenute contributi sindacali,42.75%,7,"273,348.00","133,912.00","139,436.00","116,854.00","59,450.00","57,404.00","55,478.00","40,133.00","17,067.00"
,Caltanissetta Total,,42.78%,45,"3,280,176.00","1,606,944.00","1,673,232.00","1,403,337.00","712,896.00","690,441.00","525,796.00","651,338.00","178,674.00"
,Catania,Autorizzazione al commercio,52.14%,6,"874,079.00","422,019.00","452,060.00","455,708.00","228,820.00","226,888.00","154,673.00","222,233.00","58,788.00"
,,Concessioni televisive nazionali,52.52%,0,"874,079.00","422,019.00","452,060.00","459,058.00","230,524.00","228,534.00","117,659.00","312,660.00","16,581.00"
,,Contrattazione pubblico impiego,52.05%,3,"874,079.00","422,019.00","452,060.00","454,932.00","228,437.00","226,495.00","221,261.00","151,956.00","61,706.00"
,,Interruzioni pubblicitarie,52.55%,0,"874,079.00","422,019.00","452,060.00","459,334.00","230,668.00","228,666.00","121,660.00","310,233.00","24,734.00"
,,Legge elettorale comuni,52.18%,8,"874,079.00","422,019.00","452,060.00","456,135.00","228,993.00","227,142.00","198,053.00","181,779.00","56,203.00"
,,Orari esercizi commerciali,52.19%,9,"874,079.00","422,019.00","452,060.00","456,193.00","228,994.00","227,199.00","158,482.00","231,188.00","46,126.00"
,,Privatizzazione RAI,52.17%,5,"874,079.00","422,019.00","452,060.00","456,043.00","228,990.00","227,053.00","165,992.00","219,356.00","52,249.00"
,,Raccolta pubblicita' radiotelevisiva,52.55%,0,"874,079.00","422,019.00","452,060.00","459,331.00","230,718.00","228,613.00","117,927.00","312,580.00","16,214.00"
,,Rappresentanze sindacali (richiesta massimale),52.06%,1,"874,079.00","422,019.00","452,060.00","455,074.00","228,540.00","226,534.00","203,941.00","175,362.00","55,380.00"
,,Rappresentanze sindacali (richiesta minimale),52.03%,2,"874,079.00","422,019.00","452,060.00","454,780.00","228,401.00","226,379.00","213,638.00","160,105.00","60,564.00"
,,Soggiorno cautelare,52.05%,4,"874,079.00","422,019.00","452,060.00","454,957.00","228,400.00","226,557.00","159,322.00","216,387.00","58,718.00"
,,Trattenute contributi sindacali,51.60%,7,"874,079.00","422,019.00","452,060.00","451,039.00","226,413.00","224,626.00","226,285.00","156,299.00","53,805.00"
,Catania Total,,52.17%,45,"10,488,948.00","5,064,228.00","5,424,720.00","5,472,584.00","2,747,898.00","2,724,686.00","2,058,893.00","2,650,138.00","561,068.00"
,Enna,Autorizzazione al commercio,41.21%,6,"186,139.00","91,313.00","94,826.00","76,716.00","39,138.00","37,578.00","24,001.00","36,188.00","12,925.00"
